image_id,topic,v1_data_topic,source_id,source_title,publisher,source_url,image_url,local_path,relative_image_path,served_url,alt,caption,near_heading,content_type,content_hash,score,retrieved_at
image:4a3096305beb9d67,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-armchairs-one-off-specialised-armchairs-for-flexequip-ndis-bundle-participants-only,One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only,FlexEquip,https://flexequip.com.au/product-library/armchairs/one-off-specialised-armchairs-for-flexequip-ndis-bundle-participants-only,https://flexequip.com.au/images/com_eshop/products/resized/EQ6983%20and%20EQ6984%20Whill%20C2%20PWC%20pic%201%20edited%20Copy-cr-600x600.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Electric wheelchair basic - rear wheel drive Whill Model C - EQ6984-4a3096305b.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair basic - rear wheel drive Whill Model C - EQ6984-4a3096305b.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair basic - rear wheel drive Whill Model C - EQ6984-4a3096305b.jpg,Electric wheelchair basic - rear wheel drive Whill Model C - EQ6984,,ResMed homecare stand - EQ6981,image/jpeg,4a3096305beb9d67b60e1cdd6a9b69cd32ee75b8ecbffb9ab42b28e6a92fed76,27,2026-08-31
image:9e6338f8e74d7ac0,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-communication,Communication,FlexEquip,https://flexequip.com.au/product-library/communication,https://flexequip.com.au/images/com_eshop/categories/resized/switch-adaped-door-sq1-cr-500x500.JPG,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Call devices-9e6338f8e7.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Call devices-9e6338f8e7.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Call devices-9e6338f8e7.jpg,Call devices,,Communication,image/jpeg,9e6338f8e74d7ac07a90f1e8d11443ebfad7827d0f462a6ac52eb66dbadb0142,27,2026-08-31
image:e0cb0bb2ad8901e2,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-communication,Communication,FlexEquip,https://flexequip.com.au/product-library/communication,https://flexequip.com.au/images/com_eshop/categories/resized/EyeMobile2a-cr-500x500.png,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Eye gaze equipment for MND participants-e0cb0bb2ad.png,images/assets/04_equipment_assistive_technology/FlexEquip/Eye gaze equipment for MND participants-e0cb0bb2ad.png,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Eye gaze equipment for MND participants-e0cb0bb2ad.png,Eye gaze equipment for MND participants ,,Environmental control units,image/png,e0cb0bb2ad8901e20ea26b7cde8a003411e0f103a7dde709996940abeb540366,27,2026-08-31
image:4bd29dd7c88cd2cb,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-communication,Communication,FlexEquip,https://flexequip.com.au/product-library/communication,https://flexequip.com.au/images/com_eshop/categories/resized/Combined%20headset%20image-cr-500x500.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Headsets-4bd29dd7c8.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Headsets-4bd29dd7c8.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Headsets-4bd29dd7c8.jpg,Headsets,,Eye gaze equipment for MND participants,image/jpeg,4bd29dd7c88cd2cbec734b03f33d9865ec220b5017b66fb4cf232ce0b326d6b4,27,2026-08-31
image:bc2456570c0ac0b9,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library,FlexEquip Product Library,FlexEquip,https://flexequip.com.au/product-library,https://flexequip.com.au/images/com_eshop/categories/resized/CommsCombo-cr-500x500.png,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Communication-bc2456570c.png,images/assets/04_equipment_assistive_technology/FlexEquip/Communication-bc2456570c.png,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Communication-bc2456570c.png,Communication,,Beds and bed equipment,image/png,bc2456570c0ac0b950c6d0be91dcf201eb60445a8465465f740e57e776b0b6ca,26,2026-08-31
image:21dae4cc2ba02671,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library,FlexEquip Product Library,FlexEquip,https://flexequip.com.au/product-library,https://flexequip.com.au/images/com_eshop/categories/resized/PressureCare-Combo-cr-500x500.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Pressure care-21dae4cc2b.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Pressure care-21dae4cc2b.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Pressure care-21dae4cc2b.jpg,Pressure care,,One-Off specialised equipment for FlexEquip NDIS Bundle Participants Only,image/jpeg,21dae4cc2ba026710b0b54190a0957ccd29dc70b38ad82f1dda1f0ab149c0777,26,2026-08-31
image:f898e75187e7755e,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library,FlexEquip Product Library,FlexEquip,https://flexequip.com.au/product-library,https://flexequip.com.au/images/com_eshop/categories/resized/table-over-chair-large%203-cr-500x500.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Tables-f898e75187.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Tables-f898e75187.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Tables-f898e75187.jpg,Tables,,Pressure care,image/jpeg,f898e75187e7755e0d1605b36e51d6e31cfc29d6524ddcc77ef87dcda970a190,26,2026-08-31
image:e28b1c96fe564f08,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-bathroom-shower-chair-shower-stool,Shower chair/Shower stool,FlexEquip,https://flexequip.com.au/product-library/bathroom/shower-chair-shower-stool,https://flexequip.com.au/images/com_eshop/products/resized/Shower-chair%203-cr-600x600.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Shower chair-e28b1c96fe.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Shower chair-e28b1c96fe.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Shower chair-e28b1c96fe.jpg,Shower chair,,Eshop.jQuery(function ($) { $(document).ready(function () { changeLayout('grid'); }); });,image/jpeg,e28b1c96fe564f08c796b9b90c837087c05b5e6ffee2d45d71683f492c737650,26,2026-08-31
image:c372e4dd88b6e0ee,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-bathroom-shower-chair-shower-stool,Shower chair/Shower stool,FlexEquip,https://flexequip.com.au/product-library/bathroom/shower-chair-shower-stool,https://flexequip.com.au/images/com_eshop/products/resized/shower-stool2-cr-600x600.png,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Shower stool-c372e4dd88.png,images/assets/04_equipment_assistive_technology/FlexEquip/Shower stool-c372e4dd88.png,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Shower stool-c372e4dd88.png,Shower stool,,Shower chair,image/png,c372e4dd88b6e0eef2e11fe38df0cb1ba66ac9a5ebed4023888f3d85423559e1,26,2026-08-31
image:eb3a0cbfdabb6ee9,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-bathroom-shower-commode-tilt-in-space-copy,Shower commode,FlexEquip,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy,https://flexequip.com.au/images/com_eshop/categories/resized/Combo-ScommATTsq-cr-500x500.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Shower commode - attendant-eb3a0cbfda.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Shower commode - attendant-eb3a0cbfda.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Shower commode - attendant-eb3a0cbfda.jpg,Shower commode - attendant,,One-Off specialised shower commodes for FlexEquip NDIS Bundle Participants Only,image/jpeg,eb3a0cbfdabb6ee9c4e8243743d57a16169e39e366513b33984b7eed4e2fc36c,26,2026-08-31
image:7ed338b055908d97,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-bathroom-shower-commode-tilt-in-space-copy,Shower commode,FlexEquip,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy,https://flexequip.com.au/images/com_eshop/categories/resized/Combo-ScommTISsq2-cr-500x500.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Shower commode - tilt in space-7ed338b055.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Shower commode - tilt in space-7ed338b055.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Shower commode - tilt in space-7ed338b055.jpg,Shower commode - tilt in space,,Shower commode - self propelled,image/jpeg,7ed338b055908d9725e5d8be3fdf9d02d78bdee17bf1c223902bc8d8a75958a7,26,2026-08-31
image:5bca56040710bb73,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-bathroom-shower-commode-tilt-in-space-copy-one-off-specialised-shower-commodes-for-flexequip-ndis-bundle-participants-only,One-Off specialised shower commodes for FlexEquip NDIS Bundle Participants Only,FlexEquip,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy/one-off-specialised-shower-commodes-for-flexequip-ndis-bundle-participants-only,https://flexequip.com.au/images/com_eshop/products/resized/EQ6605%20Permobil%20commode%20seat%20pic%203edited-cr-600x600.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Shower commode Accessory - Roho Commode Cushion - EQ6605-5bca560407.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Shower commode Accessory - Roho Commode Cushion - EQ6605-5bca560407.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Shower commode Accessory - Roho Commode Cushion - EQ6605-5bca560407.jpg,Shower commode Accessory - Roho Commode Cushion - EQ6605,,Eshop.jQuery(function ($) { $(document).ready(function () { changeLayout('grid'); }); });,image/jpeg,5bca56040710bb739cc891368b1a8fba418c360ff89e1f2f4bed576d257e8256,26,2026-08-31
image:4cb2e0a664678ef7,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-bathroom-shower-commode-tilt-in-space-copy-shower-commodes-copy,Shower commode - attendant,FlexEquip,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy/shower-commodes-copy,https://flexequip.com.au/images/com_eshop/products/resized/shower-commode-attendant-aquatec-ocean-ergo-front-cr-600x600.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Shower commode - attendant - Aquatec-4cb2e0a664.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Shower commode - attendant - Aquatec-4cb2e0a664.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Shower commode - attendant - Aquatec-4cb2e0a664.jpg,Shower commode - attendant - Aquatec,,Eshop.jQuery(function ($) { $(document).ready(function () { changeLayout('grid'); }); });,image/jpeg,4cb2e0a664678ef780709a01bc36cf3463ae688b08cbcfc204d6e31c6e6eb1ea,26,2026-08-31
image:0dbf995e2cd7844a,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-bathroom-shower-commode-tilt-in-space-copy-shower-commodes-copy,Shower commode - attendant,FlexEquip,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy/shower-commodes-copy,https://flexequip.com.au/images/com_eshop/products/resized/Aquatec%20soft%20seat%20insert%20pic%201%20edited-cr-600x600.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Shower Commode Accessory - Aquatec Soft Seat Insert-0dbf995e2c.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Shower Commode Accessory - Aquatec Soft Seat Insert-0dbf995e2c.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Shower Commode Accessory - Aquatec Soft Seat Insert-0dbf995e2c.jpg,Shower Commode Accessory - Aquatec Soft Seat Insert,,Shower Commode Accessory - Aquatec Soft Backrest Insert,image/jpeg,0dbf995e2cd7844a38b108c99c0e1748b8bbe6ac915b9fad5b9a53764b70407c,26,2026-08-31
image:1072030ede7d52d6,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-bathroom-shower-commode-tilt-in-space-copy-shower-commodes,Shower commode - tilt in space,FlexEquip,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy/shower-commodes,https://flexequip.com.au/images/com_eshop/products/resized/Scomm-TIS-Aqua-Oce-VIPSQ-cr-600x600.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Shower commode - tilt-in-space - Aquatec-1072030ede.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Shower commode - tilt-in-space - Aquatec-1072030ede.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Shower commode - tilt-in-space - Aquatec-1072030ede.jpg,Shower commode - tilt-in-space - Aquatec,,Eshop.jQuery(function ($) { $(document).ready(function () { changeLayout('grid'); }); });,image/jpeg,1072030ede7d52d6989991b488be299fa8d60d64c3781b2086554acc7e3418dd,26,2026-08-31
image:d0d5a42d8d62fc48,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-bathroom-shower-commode-tilt-in-space-copy-shower-commodes,Shower commode - tilt in space,FlexEquip,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy/shower-commodes,https://flexequip.com.au/images/com_eshop/products/resized/Aquatec%20Ocean%20TIS%20laterals-cr-600x600.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Shower Commode Accessory - Aquatec Ocean Ergo Laterals-d0d5a42d8d.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Shower Commode Accessory - Aquatec Ocean Ergo Laterals-d0d5a42d8d.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Shower Commode Accessory - Aquatec Ocean Ergo Laterals-d0d5a42d8d.jpg,Shower Commode Accessory - Aquatec Ocean Ergo Laterals,,Shower Commode Accessory - Aquatec Soft Backrest Insert,image/jpeg,d0d5a42d8d62fc486fad3662f93ebf58c8eece2341d7349ded461da7f58ef2aa,26,2026-08-31
image:59492c0ee73f11d2,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-communication-eye-gaze-equipment-for-mnd-participants,Eye gaze equipment for MND participants,FlexEquip,https://flexequip.com.au/product-library/communication/eye-gaze-equipment-for-mnd-participants,https://flexequip.com.au/images/com_eshop/categories/resized/switch-Micro%20Light2-cr-1000x1000-cr-500x500.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Eye gaze - switch-59492c0ee7.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Eye gaze - switch-59492c0ee7.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Eye gaze - switch-59492c0ee7.jpg,Eye gaze - switch,,Eye gaze - mounting systems,image/jpeg,59492c0ee73f11d2965bfb3172a9a0b4a1be79afbd4b59db974581c5620c378f,26,2026-08-31
image:cb5565dd9807bd4b,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-communication-eye-gaze-equipment-for-mnd-participants,Eye gaze equipment for MND participants,FlexEquip,https://flexequip.com.au/product-library/communication/eye-gaze-equipment-for-mnd-participants,https://flexequip.com.au/images/com_eshop/categories/resized/GPE%2012%204-cr-500x500.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Eye gaze system-cb5565dd98.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Eye gaze system-cb5565dd98.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Eye gaze system-cb5565dd98.jpg,Eye gaze system,,Eye gaze - switch,image/jpeg,cb5565dd9807bd4b0459ba5a0c921c91276028a49697d134571d161fcdc0b774,26,2026-08-31
image:82d4524e54dee3c1,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-communication-eye-gaze-equipment-for-mnd-participants-eye-gaze-switch,Eye gaze - switch,FlexEquip,https://flexequip.com.au/product-library/communication/eye-gaze-equipment-for-mnd-participants/eye-gaze-switch,https://flexequip.com.au/images/com_eshop/products/resized/switch-Micro%20Light2-cr-1000x1000-cr-600x600.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Eye gaze switch - Micro Light-82d4524e54.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Eye gaze switch - Micro Light-82d4524e54.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Eye gaze switch - Micro Light-82d4524e54.jpg,Eye gaze switch - Micro Light,,Eshop.jQuery(function ($) { $(document).ready(function () { changeLayout('grid'); }); });,image/jpeg,82d4524e54dee3c19d60cc3e3f61ee92bf20a37de8096078c5d21dab448c64cd,26,2026-08-31
image:b01a2d86ad817f7e,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-mobility-electric-wheelchairs,Electric wheelchairs,FlexEquip,https://flexequip.com.au/product-library/mobility/electric-wheelchairs,https://flexequip.com.au/images/com_eshop/categories/resized/elec-wchair-Basic%20combo3sq-cr-500x500.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Electric wheelchair - basic-b01a2d86ad.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair - basic-b01a2d86ad.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair - basic-b01a2d86ad.jpg,Electric wheelchair - basic ,,Electric wheelchairs,image/jpeg,b01a2d86ad817f7e08f8484cea680184fe8c9fe2dd69eaa790c3b6ce2cb5a40e,26,2026-08-31
image:adba92cfcc2e8073,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-mobility-electric-wheelchairs,Electric wheelchairs,FlexEquip,https://flexequip.com.au/product-library/mobility/electric-wheelchairs,https://flexequip.com.au/images/com_eshop/categories/resized/GL10641-cr-500x500.JPG,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Electric wheelchair - tilt-in-space - mid wheel drive-adba92cfcc.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair - tilt-in-space - mid wheel drive-adba92cfcc.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair - tilt-in-space - mid wheel drive-adba92cfcc.jpg,Electric wheelchair - tilt-in-space - mid wheel drive,,Electric wheelchair - basic,image/jpeg,adba92cfcc2e807304d109a6517e4e5486d8711568d59e107094b7bd1f99b758,26,2026-08-31
image:0ebc5bf111d6fd2d,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-mobility-electric-wheelchairs-electric-wheelchair-basic,Electric wheelchair - basic,FlexEquip,https://flexequip.com.au/product-library/mobility/electric-wheelchairs/electric-wheelchair-basic,https://flexequip.com.au/images/com_eshop/products/resized/elec-wchair-basic-MWDSQ5-cr-600x600.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Electric wheelchair basic - mid wheel drive-0ebc5bf111.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair basic - mid wheel drive-0ebc5bf111.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair basic - mid wheel drive-0ebc5bf111.jpg,Electric wheelchair basic - mid wheel drive,,Eshop.jQuery(function ($) { $(document).ready(function () { changeLayout('grid'); }); });,image/jpeg,0ebc5bf111d6fd2d74ebcc02fb9ede65eada821b01308954208e14c9846c2ad5,26,2026-08-31
image:144c45c532011cdc,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-mobility-electric-wheelchairs-electric-wheelchair-basic,Electric wheelchair - basic,FlexEquip,https://flexequip.com.au/product-library/mobility/electric-wheelchairs/electric-wheelchair-basic,https://flexequip.com.au/images/com_eshop/products/resized/elec%20wchair-basicRWD-Glide-S4.3sq-cr-600x600.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Electric wheelchair basic - rear wheel drive Glide S4 46cm-144c45c532.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair basic - rear wheel drive Glide S4 46cm-144c45c532.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair basic - rear wheel drive Glide S4 46cm-144c45c532.jpg,Electric wheelchair basic - rear wheel drive Glide S4 46cm,,Electric wheelchair basic - mid wheel drive,image/jpeg,144c45c532011cdc9c58f06cb3e4ef83e6ff64388af0d60183739a947fda80cd,26,2026-08-31
image:76d765eea39a9d92,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-mobility-electric-wheelchairs-electric-wheelchair-basic,Electric wheelchair - basic,FlexEquip,https://flexequip.com.au/product-library/mobility/electric-wheelchairs/electric-wheelchair-basic,https://flexequip.com.au/images/com_eshop/products/resized/Leitner%20PWC%20pic%201-cr-600x600.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Electric wheelchair basic - rear wheel drive lightweight Leitner BILLI 44cm-76d765eea3.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair basic - rear wheel drive lightweight Leitner BILLI 44cm-76d765eea3.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair basic - rear wheel drive lightweight Leitner BILLI 44cm-76d765eea3.jpg,Electric wheelchair basic - rear wheel drive lightweight Leitner BILLI 44cm,,Electric wheelchair basic - rear wheel drive Glide S4 46cm,image/jpeg,76d765eea39a9d92c26023e9bd5926f59ed3528e1907cf370e0a0ed1b4f84ce0,26,2026-08-31
image:5e7173f47e21f3ba,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-mobility-electric-wheelchairs-electric-wheelchair-tilt-in-space-mid-wheel-drive,Electric wheelchair - tilt-in-space - mid wheel drive,FlexEquip,https://flexequip.com.au/product-library/mobility/electric-wheelchairs/electric-wheelchair-tilt-in-space-mid-wheel-drive,https://flexequip.com.au/images/com_eshop/products/resized/GL10641-cr-600x600.JPG,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Electric wheelchair tilt-in-space - mid wheel drive-5e7173f47e.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair tilt-in-space - mid wheel drive-5e7173f47e.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair tilt-in-space - mid wheel drive-5e7173f47e.jpg,Electric wheelchair tilt-in-space - mid wheel drive,,Eshop.jQuery(function ($) { $(document).ready(function () { changeLayout('grid'); }); });,image/jpeg,5e7173f47e21f3baddb4dd7da7fff8833e4574d15acc522ab7acff1bb0e61f69,26,2026-08-31
image:0f27c24dfc3b14fc,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-mobility-electric-wheelchairs-one-off,One-Off specialised electric wheelchairs for FlexEquip NDIS Bundle Participants Only,FlexEquip,https://flexequip.com.au/product-library/mobility/electric-wheelchairs/one-off,https://flexequip.com.au/images/com_eshop/products/resized/EQ5564%20chine%20control%20removed%202%20edited-cr-600x600.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Electric wheelchair tilt-in-space - mid wheel drive Permobil M3 EQ5564-0f27c24dfc.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair tilt-in-space - mid wheel drive Permobil M3 EQ5564-0f27c24dfc.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair tilt-in-space - mid wheel drive Permobil M3 EQ5564-0f27c24dfc.jpg,Electric wheelchair tilt-in-space - mid wheel drive Permobil M3 EQ5564,,Eshop.jQuery(function ($) { $(document).ready(function () { changeLayout('grid'); }); });,image/jpeg,0f27c24dfc3b14fcc227b9f748a133e5e61a32624695025b7224e9d9bad93b56,26,2026-08-31
image:906ba1d53d27322e,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-mobility-electric-wheelchairs-one-off,One-Off specialised electric wheelchairs for FlexEquip NDIS Bundle Participants Only,FlexEquip,https://flexequip.com.au/product-library/mobility/electric-wheelchairs/one-off,https://flexequip.com.au/images/com_eshop/products/resized/wc%20EQ5611-2sq2-cr-600x600.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Electric wheelchair tilt-in-space - mid wheel drive TA iQ EQ5611-906ba1d53d.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair tilt-in-space - mid wheel drive TA iQ EQ5611-906ba1d53d.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair tilt-in-space - mid wheel drive TA iQ EQ5611-906ba1d53d.jpg,Electric wheelchair tilt-in-space - mid wheel drive TA iQ EQ5611,,Electric wheelchair tilt-in-space - mid wheel drive Permobil M3 EQ5564,image/jpeg,906ba1d53d27322e2e98b23e17096634ecddc2d250e6dc396e93192cbe3a8d60,26,2026-08-31
image:7fe60d49cae99eae,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-mobility-electric-wheelchairs-one-off,One-Off specialised electric wheelchairs for FlexEquip NDIS Bundle Participants Only,FlexEquip,https://flexequip.com.au/product-library/mobility/electric-wheelchairs/one-off,https://flexequip.com.au/images/com_eshop/products/resized/EQ5823%20permobile%20M3%20black%20pic%202%20edited-cr-600x600.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Electric wheelchair tilt-in-space - mid wheel drive Permobil M3 EQ5823-7fe60d49ca.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair tilt-in-space - mid wheel drive Permobil M3 EQ5823-7fe60d49ca.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair tilt-in-space - mid wheel drive Permobil M3 EQ5823-7fe60d49ca.jpg,Electric wheelchair tilt-in-space - mid wheel drive Permobil M3 EQ5823,,Electric wheelchair tilt-in-space - mid wheel drive TA iQ EQ5611,image/jpeg,7fe60d49cae99eae6b1785d05eacde89ece8acadc7434e15a198dca5a7be26a1,26,2026-08-31
image:aa0d753b5a07b94d,equipment_assistive_technology,04_equipment_assistive_technology,flexequip:product-library-mobility-electric-wheelchairs-one-off,One-Off specialised electric wheelchairs for FlexEquip NDIS Bundle Participants Only,FlexEquip,https://flexequip.com.au/product-library/mobility/electric-wheelchairs/one-off,https://flexequip.com.au/images/com_eshop/products/resized/image_65d421621fe4a_EQ6303%20Permobil%20pic%203%20edited-cr-600x600.jpg,C:\Users\User1\Downloads\MND DATA\images\assets\04_equipment_assistive_technology\FlexEquip\Electric wheelchair tilt-in-space - mid wheel drive Permobil M3 Corpus EQ6303-aa0d753b5a.jpg,images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair tilt-in-space - mid wheel drive Permobil M3 Corpus EQ6303-aa0d753b5a.jpg,/mnd-data/images/assets/04_equipment_assistive_technology/FlexEquip/Electric wheelchair tilt-in-space - mid wheel drive Permobil M3 Corpus EQ6303-aa0d753b5a.jpg,Electric wheelchair tilt-in-space - mid wheel drive Permobil M3 Corpus EQ6303,,Electric wheelchair tilt-in-space - mid wheel drive Permobil M3 EQ5823,image/jpeg,aa0d753b5a07b94df4a6456bb9548bcf7b4af543a9dcb0b7548c650380ca700a,26,2026-08-31
